,종명,접수일시,도로유형,도로명
12678,개,2019-06-01,국도,일반국도30호선
12679,고양이,2019-06-01,국도,일반국도46호선
12680,고양이,2019-06-01,국도,일반국도6호선
12681,개,2019-06-01,국도,일반국도17호선
12682,고양이,2019-06-01,국도,일반국도17호선
12683,고양이,2019-06-01,국도,일반국도17호선
12684,고양이,2019-06-01,국도,일반국도17호선
12685,고라니,2019-06-01,국도,일반국도3호선
12686,멧돼지,2019-06-01,국도,일반국도7호선
12687,고라니,2019-06-01,국도,일반국도24호선
12688,고라니,2019-06-01,국도,일반국도1호선
12689,고라니,2019-06-01,국도,일반국도43호선
12690,고라니,2019-06-01,국도,일반국도23호선
12691,고라니,2019-06-01,고속국도(재정),영동선
12692,개,2019-06-01,국도,5
12693,고라니,2019-06-01,국도,34
12694,고라니,2019-06-01,국도,35
12695,고라니,2019-06-01,국도,28
12696,고양이,2019-06-01,국도,3
12697,고양이,2019-06-01,국도,일반국도3호선
12698,고라니,2019-06-01,국도,일반국도77호선
12699,미동정(포유류),2019-06-01,시도,역천로
12700,고라니,2019-06-01,국도,일반국도14호선
12701,다람쥐,2019-06-01,지방도,비룡동관로
12702,수리부엉이,2019-06-01,고속국도(재정),1
12703,노루,2019-06-01,국도,일반국도6호선
12704,고양이,2019-06-01,국도,6
12705,고라니,2019-06-01,고속국도(민자),52
12706,고라니,2019-06-01,고속국도(재정),호남고속도로
12707,고라니,2019-05-31,고속국도(재정),251
12708,고라니,2019-05-31,국도,3
12709,고라니,2019-05-31,국도,2
12710,멧토끼,2019-05-31,국도,28
12711,고라니,2019-05-31,국도,17
12712,고라니,2019-05-31,국도,2
12713,고라니,2019-05-31,국도,28
12714,고라니,2019-05-31,국도,1
12715,유혈목이,2019-05-31,고속국도(재정),10
12716,참새,2019-05-31,고속국도(재정),10
12717,참새,2019-05-31,고속국도(재정),10
12718,너구리,2019-05-31,국도,23
12719,고양이,2019-05-31,국도,4
12720,고라니,2019-05-31,국도,1
12721,고양이,2019-05-31,국도,23
12722,고라니,2019-05-31,국도,1
12723,고라니,2019-05-31,국도,1
12724,고라니,2019-05-31,국도,29
12725,고라니,2019-05-31,국도,일반국도39호선
