,지역,가맹점명,분류,주소,Latitude,Longitude
11603,경기,강산볼링장,체육시설,경기 평택시 안중읍 안현로서2길 14 지하1층 (안중강산타운),36.9882989,126.9301014
15423,전남,유월드루지테마파크,관광지,전라남도 여수시 소라면 안심산길 155,34.7477947,127.6412509
3920,전북,베이비제이(사진관),미술,전북 정읍시 초산로 95,35.567122,126.8555233
10330,강원,꿈동이인형극단,공연,강원 춘천시 동내면 거두길 315-79,37.8619847,127.7966766
10522,전남,자연드림시네마,영상,전남 구례군 용방면 용산로 107-73,35.2750575,127.4123763
13594,광주,힐링요가&필라테스,체육시설,광주광역시 서구  상무중앙로 43 무등일보 3층,35.1508666,126.8478351
1011,충남,부귀장여관,숙박,충남 아산시 온천동  83-23,36.7814031,127.0063199
19058,경기,영진도자기,미술,경기 여주시 신륵사길 22-5,37.2987923,127.6545654
1283,충북,큐모텔,숙박,충북 진천군 진천읍  중앙동2길 9,36.855215,127.4437647
21060,전남,두두크래프트(doudou),문화체험,전라남도 여수시 소라면 죽림1길 38 1층,34.7615625,127.6366991
11532,경기,고양어울림누리((재)고양문화재단),공연,경기도 고양시 덕양구  어울림로 33,37.6498532,126.8349846
1490,충북,(주)세일관광여행사,여행사,충북 음성군 음성읍 읍내리 536,36.9352355,127.6901411
1866,서울,놀숲 신림역점,도서,서울 관악구 신림로 321 (신림동) 지하1층,37.4828606,126.9295271
17357,전남,고려상사,미술,전라남도 장흥군 장흥읍 장흥로 7,34.6805628,126.9056239
4616,경기,studio The 좋은날,미술,경기 파주시 청석로 268 미소시타 905호,37.7257836,126.7177089
9585,경기,아름다운사진,미술,"경기 광명시  오리로 841,(철산동) ",37.4735199,126.86705
17807,서울,씨네Q 신도림((주)씨네큐),영상,서울특별시 구로구  새말로 97 신도림테크노마트 12층,37.5070431,126.8902185
10243,부산,CGV 동래,영상,부산광역시 동래구  중앙대로 1523 SKHUBSKY 6층,35.2212587,129.0856203
705,부산,대동대학서점,도서,부산 금정구 동부곡로27번길 65,35.2284698,129.0950187
3895,충남,CGV 홍성,영상,충남 홍성군 홍성읍 조양로247번길9 / 7층,36.6011474,126.6765497
12273,서울,첼로모텔,숙박,서울 송파구  오금로11길 23-19 (방이2동),37.5155482,127.1079968
12368,인천,라임호텔,숙박,인천 부평구 부평문화로79번길 40 (부평4동),37.4958618,126.7242925
10894,서울,가일아트,미술,서울 종로구 인사동 인사동길 23     8층,37.5727092,126.9861463
1365,충남,서천역,교통수단,충남 서천군 서천읍 화금리 277,36.0819122,126.7079026
4572,경기,경기 양평 미사랑 정보화마을,관광지,경기 양평군 지평면 지평로 878,37.435399,127.6196585
14924,서울,CGV 압구정,영상,서울특별시 강남구  압구정로30길 45,37.5242994,127.0294095
2328,서울,화양장,숙박,서울 광진구 자양동  7-43,37.5400219,127.0691564
18855,강원,베니키아 호텔 산과바다 주문진,숙박,강원도 강릉시 주문진읍 해안로 2070,37.9088,128.8198378
21255,경기,국립아세안자연휴양림,관광지,경기 양주시 백석읍 기산로 472,37.7777198,126.9454887
22866,경기,두바퀴자전거,체육용품,경기도 시흥시  정왕대로337번길 18 1층,37.3406855,126.7499814
17782,서울,팀플레이예술기획(주),공연,서울특별시 종로구  성균관로5가길 16-2,37.5839603,126.9963626
10396,전북,동아서점,도서,전북 익산시 고봉로 272,35.9560996,126.9704958
10476,경남,ENGLISH PLUS 마산점,도서,"경남 창원시 마산합포구 월남동5가 해안대로 7 남부시네마타운   (월남동5가,남부시네마타운603호외) ",35.1807949,128.5597175
4177,경기,안산버스터미널(고속),교통수단,경기 안산시 상록구 성포동 590,37.3171241,126.8479131
3761,충북,열린문고,도서,충북 청주시 서원구 복대로 32,36.6200939,127.4456227
18451,대구,비슬승마체험장,체육시설,대구 달성군 옥포면 비슬로468길 43 .,35.7871574,128.4763522
12123,전북,삼천리자전거 황등점,체육용품,전북 익산군 황등면 황등로 176,36.0075359,126.9444602
7030,경북,울릉예림원,관광지,경북 울릉군 북면 울릉순환로 2746-24 (현포리),37.5370444,130.8469165
11521,경기,삼천리자전거 신영통점,체육용품,경기 화성시 영통로 31,37.23351,127.0635956
13548,충남,곰섬올레펜션,숙박,충청남도 태안군 남면 곰섬로 552,36.5911747,126.2892332
5454,강원,중앙서적,도서,강원 철원군 동송읍  이평리680-85,38.207492,127.2187169
21506,경기,키즈킹콩서점,도서,"경기 안산시 단원구 광덕대로174, 월드타운 B-306호 ",37.3119044,126.8310271
13250,서울,(주)불광문고,음악,서울특별시 은평구 불광1동 272-51,37.6117852,126.9293252
5286,강원,엘가스튜디오,미술,강원 원주시 능라동길 51,37.3422186,127.9201621
18081,충남,천안예술의전당(재단법인 천안문화재단),공연,충청남도 천안시 동남구 성남면 종합휴양지로 185 문화센터,36.7550986,127.2231151
13753,경남,클레이아크김해미술관(재)김해문화재단 클레이아크김해,미술,경상남도 김해시 진례면 진례로 275-51 클레이아크 김해미술관,35.250988,128.7447967
19994,인천,용인대석사정무태권도장,체육시설,인천광역시 부평구  배곶북로 10-21 3층,37.4743232,126.6967628
20290,전남,하나로탁구회관,체육시설,전남 순천시 하풍1길 20,34.9391229,127.5067439
6854,경기,문리버스튜디오,미술,경기 평택시 지산1로 17-4,37.0768344,127.0580369
13522,전남,장성사거리터미널,교통수단,전남 장성군 북이면 사거리 636-1 (장성사거리),35.4303961,126.8098684
12641,대전,동방삭레포츠유한회사,관광지,대전 서구 만년로 77 (만년동),36.3679072,127.3814441
19404,광주,(주)수완세종문고,도서,광주광역시 광산구  임방울대로 327,35.1893519,126.8230211
10772,서울,에이스문고,도서,서울특별시 강동구  양재대로 1619 가야빌딩 지하1층,37.5499518,127.143503
15741,경북,디지털희망칼라,미술,경상북도 포항시 북구  중흥로 257,36.0261341,129.3603744
10455,충북,중앙스포츠,체육용품,충북 영동군 영동읍 중앙로 14-1,36.1739409,127.7754007
7861,대전,삼화서점(테크노),도서,"대전 유성구 관평2로 32-1(관평동,엔젤빌딩) ",36.4239417,127.3893358
21073,대전,롯데컬처웍스㈜롯데시네마 대전(백화점),영상,대전광역시 서구  계룡로 598 롯데백화점 10층,36.3411098,127.3894096
803,대구,꼬마또래,도서,대구 달서구 선원남로 99 (이곡동),35.858196,128.5118664
12956,충남,(주)롯데렌터카 서산지점,교통수단,충남 서산시 서해로 3437 원진빌딩 2층,36.7715926,126.4596323
4577,경기,제현스튜디오,미술,경기 수원시 팔달구 인계동 211,37.2763815,127.0266683
21528,경기,탱크뱅크,도서,경기 광주시 도척면 추곡리47-2,37.2815998,127.3029436
9767,전북,호남사진관,미술,전북 군산시 대명2길 2,35.9802738,126.7196142
4332,경기,비봉관광여행사,여행사,경기 안성시 장기로 102-1,37.0038662,127.2740204
4926,경북,동명서점,도서,경북 문경시 상신로 19,36.5951035,128.1968813
16772,인천,한지생각 이닥(한지생각이닥 주식회사),문화체험,인천광역시 중구  우현로35번길 14-1,37.4705854,126.6261859
22572,대구,현대디지털사진실,미술,대구광역시 남구  대명로 152,35.8389834,128.574301
959,경기,하안스튜디오,미술,경기 광명시 하안4동 33-1 다래빌딩 204호,37.4631846,126.8794265
18059,부산,문화기획단무대공감,공연,부산광역시 수영구  남천동로16번길 5 지하1층,35.1423069,129.1102756
3940,충북,(합) 오토렌트카 서원지점,교통수단,충북 청주시 서원구 청남로 2100,36.61948,127.4874722
20330,경기,수원FC 팬샵,체육용품,경기도 수원시 장안구  경수대로 893 수원종합운동장(주경기장) 운동장 내 수원FC 팬샵,37.297749,127.0113456
8706,경남,씨엔엔호텔,숙박,경남 창원시 성산구 상남로 118 씨엔엔타워 9-10층 (상남동),35.2234616,128.6831409
16241,충남,온양여인숙,숙박,충청남도 아산시  온천대로 1510-10 일심여인숙 온양여인숙,36.7804788,127.0052787
4338,경기,예원사진관,미술,경기 수원시 영통구 매탄1동 153-124,37.2742591,127.0422109
17286,경기,문예회관(재단법인 용인문화재단),공연,경기도 용인시 처인구  중부대로1392번길 5,37.2317662,127.1981161
6266,제주,호텔아로하,숙박,제주 서귀포시 성산읍 성산등용로 40,33.4663822,126.9310406
15142,전북,동아체육사,체육용품,전라북도 익산시 어양동  598-1,35.952427,126.9791573
9165,경남,거창관광(주),여행사,경남 거창군 거창읍 강양5길 6-1 (대동리),35.6889925,127.9157118
15413,경기,한국사회교육원부설 한국문화센터,문화체험,경기 성남시 분당구 돌마로 68 분당프라자 707,37.3662286,127.126544
21856,서울,신의손사진관 성동구점,미술,서울 성동구 왕십리로 217-1,37.5568675,127.0427489
22373,경기,우드팜스토리,문화체험,경기도 평택시  유천1길 16,36.975579,127.1182448
21580,서울,에로스모텔,숙박,서울 관악구 남부순환로 1591-8,37.4844416,126.9272024
23106,대전,타이거태권도장,체육시설,대전광역시 대덕구  계족로663번길 30-6 2층(법동),36.3708533,127.4271529
20937,경북,삼천리자전거 신교점,체육용품,경상북도 경산시  경안로 74 경산은하맨션아파트 삼천리자전거 신교점,35.8141397,128.739711
22251,충북,해늘책방,도서,충청북도 제천시  죽하로11길 8 1층 101호,37.1578125,128.2242613
9556,서울,전통공연예술진흥재단,미술,서울특별시 서초구  남부순환로 2364 국립국악원,37.4777592,127.0083043
16420,서울,국립국악원,공연,서울특별시 서초구  남부순환로 2364 국립국악원,37.4777592,127.0083043
22335,경남,케넥스축구교실,체육시설,경상남도 거제시  수양로 456-7 2층,34.8929881,128.6411788
4204,경북,모든스튜디오,미술,경북 포항시 북구 우창로 44,36.0584706,129.3608318
16541,경기,맑음터공원배드민턴장(오산시체육회),체육시설,경기도 오산시 누읍동  115-1,37.1366125,127.0631918
21386,전북,삼천리자전거 동부대로점,체육용품,전라북도 전주시 덕진구  동부대로 762,35.8562758,127.1573632
12152,경기,성남종합버스터미널,교통수단,경기 성남시 분당구 성남대로 925길 16,37.3746488,127.1182617
19158,대구,해안상설자전거,체육용품,대구광역시 동구  동촌로 183,35.8836306,128.6604956
7046,경북,블레스모텔,숙박,"경북 경산시  중앙로19길 18,(중방동) ",35.8251841,128.7363265
8934,대전,지족서점,도서,"대전 유성구 지족동로 150, 202호 ",36.3886608,127.3077026
2059,서울,(주)타임앤서준스튜디오,미술,서울 강남구 신사동 561-9번지 동문빌딩 302호,37.5192281,127.0250022
15865,경기,삼천리자전거 이매점,체육용품,경기 성남시 분당구 양현로 126 (이매동),37.3965257,127.1287356
6188,울산,세븐사진관,미술,울산 중구 학성동 432-152,35.558105,129.3300682
12860,경기,대기문고,도서,경기 의정부시 충의로 139 대기빌딩2층,37.7439176,127.0844149
8231,강원,심스캐빈,숙박,강원 평창군 봉평면 원길리 988,37.6203257,128.358715
11889,인천,㈜공삼이컴퍼니(인천유나이티드 블루마켓),체육용품,인천 남구 석정로326번길 13(도화동),37.4672304,126.6720913
13291,인천,주식회사 공삼이컴퍼니(인천유나이티드 블루마켓),체육용품,인천 남구 석정로326번길 13(도화동),37.4672304,126.6720913
16828,경기,롯데컬처웍스㈜롯데시네마 안양,영상,"경기 안양시 만안구 만안로 244 (안양동, 롯데백화점) 8층 ",37.403088,126.921761
21680,대구,삼천리자전거 시지점,체육용품,대구광역시 수성구  달구벌대로 3080,35.8426888,128.6938688
9314,서울,하얀장,숙박,서울 동대문구 장안동  430-7,37.5642575,127.0661123
2896,부산,온누리방,문화체험,부산광역시 중구 중앙동1가  26,35.1006732,129.0357772
14389,강원,롯데컬처웍스㈜롯데시네마 원주무실,영상,강원도 원주시  능라동길 51 씨네시티타워 9층,37.3350407,127.9299113
4817,경북,RU사진관,미술,경북 포항시 북구 중앙상가3길 19-5,36.0373006,129.3645511
174,부산,중앙사,도서,부산 남구 대연3동 539-16,35.1328535,129.1009557
18683,서울,진원사,도서,서울특별시 송파구  법원로9길 26 C동 11층 1107호,37.4941097,127.0106092
9103,경남,우리항공여행사주식회사,여행사,경남 사천시 진삼로 330,34.9861205,128.0631477
3959,충북,한빛스튜디오,미술,충북 충주시 교현동 624-6,36.9789837,127.9279512
1619,경기,평내동주민자치센터,문화체험,경기 남양주시 경춘로 1268(평내동 588-2),37.6482514,127.2360566
6570,전남,디지탈매직스튜디오,미술,"전남 목포시 고하대로 664, 1층 상가 ",34.8068396,126.3709471
19006,부산,비온후,도서,부산광역시 수영구  망미번영로63번길 16 비온후,35.1736066,129.1098699
19627,서울,도도봉봉,도서,서울특별시 도봉구  도봉로114길 57 1층 도도봉봉,37.6476382,127.0374829
1396,울산,삼천리자전거언양점,체육용품,울산광역시 울주군 언양읍 동문길 92,35.5637507,129.1245966
23002,제주,아르떼뮤지엄 제주,미술,제주특별자치도 제주시 애월읍 어림비로 478,33.3973766,126.3457218
9892,경북,맑은개울캠핑장,관광지,경북 상주시 화서면 하송3길 178-5,36.4830583,127.9554491
7694,서울,한우리문고 태릉입구,도서,서울 노원구 동일로 992-1 B3,37.6187604,127.0756065
19472,서울,서울스카이(롯데월드 전망대),관광지,서울특별시 송파구  올림픽로 300 전망대 117~123층,37.5134449,127.1041611
3512,전남,동아서점,도서,전남 영암군 영암읍 동무리133-7,34.7991107,126.6976378
3623,전북,호숫가 펜션,숙박,전북 정읍시 산내면 태산로 792-7   주택,35.5455078,127.0902831
1350,충남,천안역,교통수단,충남 천안시 대흥동 57-1,36.810144,127.1466733
6365,전남,(유)세계로 여행사,여행사,전남 해남군 해남읍 군청길 17,34.573264,126.5985433
5881,인천,뜰스튜디오,미술,인천 남동구 소래로 677 삼환아파트 205동 501호,37.4505404,126.7340464
15708,경기,지앤미 호텔,숙박,경기도 시흥시  서촌상가4길 8-4 G&MI 모텔(지앤미호텔),37.3453082,126.7328178
2712,부산,영빈장여관,숙박,부산 중구 부평동1가 41,35.0988304,129.0265946
7400,경남,창녕표구사,미술,경남 창녕군 창녕읍 영덕로 37,35.5429522,128.4936768
22823,경남,고려태권도장,체육시설,경상남도 함안군 칠원읍 용산1길 11 고려태권도도장 3층,35.3078355,128.5177419
20960,서울,자전거로 행복한 사람들(자행사),체육용품,서울특별시 광진구  자양로5길 14-1 1층,37.5315819,127.0848502
22357,대구,티원탁구클럽,체육시설,대구광역시 서구  서대구로 108 4층,35.8675558,128.5557756
7243,경남,샵모텔,숙박,경남 거창군 거창읍 대평4길 39,35.6854944,127.9198696
13646,경기,문화소통공동체사회적협동조합,문화체험,"경기도 군포시  산본천로211번길 13 , 5층",37.371838,126.9404053
18259,전북,전북전세버스운송사업조합,교통수단,전북 전주시 완산구 효자동3가1427-7,35.8357951,127.0990468
11210,강원,학생사,도서,강원 홍천군 남면 양덕원2길 12,37.6163129,127.7687522
17410,부산,동래디지털포토,미술,부산광역시 동래구  동래로136번길 32 2층(복천동),35.2049633,129.0843469
22457,전남,솔로몬실용음악학원,문화체험,전라남도 함평군 함평읍 내바람길 70 2층,35.0625965,126.5226146
20733,경기,퍼플비문구점,미술,경기도 양주시  옥정로 214 POP타워 3층,37.7852875,127.0458453
1194,충북,(주)한누리관광,교통수단,충북 옥천군 옥천읍 장야4길 26,36.2963385,127.5761137
2117,광주,(주)롯데렌터카 동광주영업소,교통수단,광주광역시 북구 무등로 239,35.164362,126.9100751
6726,경남,경남 하동 옥종딸기 정보화마을,관광지,경남 하동군 옥종면 북방우회길 7-4 정보화마을 2층,35.164016,127.9294977
725,광주,사진마을,미술,광주 광산구 월계동 767-3,35.2132612,126.8411968
4308,경남,마금산원탕관광온천,관광지,경남 창원시 의창구 천주로 1167 (신촌리),35.3546031,128.6121202
16979,충남,㈜씨엠비 충청방송(케이블티비),영상,충청남도 공주시 봉황로 125,36.4572932,127.1208348
16980,충남,㈜씨엠비 세종방송(케이블티비),영상,충청남도 공주시 봉황로 125,36.4572932,127.1208348
15131,광주,스마일탁구교실,체육시설,광주광역시 북구  서하로 369 지하 1층,35.1862347,126.9210339
2540,서울,모텔Q,숙박,서울특별시 동대문구  답십리로67길 2,37.5726692,127.0698178
20569,서울,강동도서(페이퍼북스),도서,서울특별시 강동구  구천면로 500 1층,37.5489819,127.1538171
16556,부산,다울점프파이어 줄넘기센터(점프파이어줄넘기학원),체육시설,부산광역시 북구  효열로 216 2층,35.2632704,129.0193349
5699,강원,아기나무,미술,강원 속초시 조양동 1526-24,38.1871023,128.5908798
21272,강원,국립검봉산자연휴양림,관광지,강원 삼척시 원덕읍 임원안길 525-145,37.2381464,129.3006813
16642,울산,T.Land,관광지,울산 울주군 삼남면 자수정로 112,35.5400076,129.0982335
2215,대전,제칠일안식일 예수재림교 서적센터,도서,대전 유성구 진잠로106번길 52,36.3011005,127.3181231
13943,충남,창기리정류소,교통수단,충남 태안군 안면읍 창기리 1092-6,36.5748677,126.334686
18869,경기,아르피아(용인도시공사),체육시설,"경기 용인시 수지구 포은대로 499, 아르피아스포츠센터 ",37.3258224,127.1057783
1192,충북,옥천공용버스터미널,교통수단,충북 옥천군 옥천읍 삼양리 232-20,36.3069911,127.5643949
1355,충남,비둘기사진관,미술,충남 서천군 서천읍 군사리 496,36.0782717,126.6910849
7783,충남,삼천리자전거 쌍용점,체육용품,충남 천안시 서북구 충무로 211,36.7969072,127.1293118
14859,전북,정주칼라현상소,미술,전라북도 정읍시  중앙로 97-1 정주칼라현상소,35.5685258,126.8504543
2848,서울,양지서점,도서,서울 성동구 금호로 173 신금호파크자이 상가동 24호 신금호파크자이상가동 24호,37.5556453,127.0187957
18618,전남,숲무인텔,숙박,전라남도 나주시 금천면 금영로 744 (주)사랑식품 숲무인호텔,35.0172561,126.7618391
7490,경북,엑스와이엠(XYM),숙박,경북 포항시 남구 중흥로70번길 7-5,36.011897,129.3502773
3359,전남,재단법인 2012여수세계박람회재단,관광지,전남 여수시 박람회길 1,34.7502973,127.7472057
18499,경기,세런디피티78,도서,경기도 여주시  명품로 127-40,37.2468889,127.6358543
19654,전북,차도향,문화체험,전라북도 남원시  양림길 48-6,35.4016232,127.3903162
20020,전북,강순후커피체험농원,문화체험,전라북도 완주군 운주면 운주로 267,36.1019752,127.2667614
21491,전남,목포근대역사관2관,미술,전남 목포시 번화로18,34.7858945,126.381547
7079,경북,서울칼라3사진관,미술,경북 김천시 시청로 70,36.1346687,128.1177292
12220,충남,광천 터미널,교통수단,충남 홍성군 광천읍 광천로273번길 11,36.498959,126.6240037
4732,경기,세종대왕유적관리소,관광지,경기 여주시 능서면 영릉로 269-10,37.304074,127.603751
12716,대전,세주스튜디오,미술,대전 서구 갈마동 1438 동원빌딩2,36.3470789,127.3771869
11485,충남,시지볼링장,체육시설,"충남 천안시 동남구 만남로 58 지층1,2호 ",36.8186985,127.1587788
20894,전북,올림픽기념 익산시 국민생활관,체육시설,전라북도 익산시  선화로 255,35.9453889,126.9586965
16296,경기,건강해짐(건강해스포츠),체육시설,경기도 고양시 덕양구  중앙로558번길 16-12 엘지프라자 8층,37.6238031,126.836454
8428,경기,삼천리자전거 덕정점,체육용품,경기 양주시 독바위로5,37.8408544,127.0628651
5541,경기,포베이비앤스튜디오,미술,경기 부천시 오정구 역곡로344번길 13 (작동 나동),37.5151849,126.8139265
19148,대구,(주)삼덕관광,여행사,대구광역시 수성구  들안로 261 3층,35.8534393,128.6167562
1834,부산,초콜릿스튜디오,미술,부산 부산진구 동평로291번길 30 103-203,35.1733928,129.0586357
1850,대전,로데오빌딩 로데오모텔,숙박,대전 서구 둔산동  1008-1,36.3532224,127.3778022
22032,경기,(주)김영사,도서,경기 파주시 문발로 197  파주출판단지,37.7120425,126.6863601
6231,서울,(재)천주교서울대교구 가톨릭출판사,도서,서울특별시 중구  중림로 27 가톨릭출판사,37.5584632,126.9666079
11999,제주,주식회사 설문대,공연,"제주 제주시 노형로 345 ,3층 ",33.48196,126.4734647
20895,부산,구남서점,도서,부산광역시 북구  백양대로1016번길 45 1층,35.1964765,128.9969035
19411,전남,롯데렌터카 목포지점,교통수단,전남 목포시 백년대로 272,34.8023126,126.418122
10973,경북,사단법인 고령군 관광협의회,관광지,"경북 고령군 대가야읍 대가야로 1216, 1층 ",35.719284,128.2606342
9973,경기,은성문고(서점),도서,"경기 부천시 원종로 40 (원종동, 지하1층) ",37.5239274,126.8041654
18181,서울,동작청소년문화의집,문화체험,서울특별시 동작구  상도로15바길 5 동작청소년문화의집,37.5040139,126.9331423
23353,전북,유한회사 공예사랑청강,문화체험,전북 전주시 완산구 태조로 45,35.8139268,127.1500395
12236,부산,화명스포렉스,체육시설,부산 북구 금곡대로285번길 13 B2201호볼링장,35.2337218,129.0127515
10605,전남,LG헬로비전 호남방송(케이블티비),영상,전남 목포시 하당로 115-158667,34.8016468,126.4145461
19443,인천,평화렛츠협동조합,문화체험,인천광역시 부평구  경인로1104번길 10 신협빌딩 지층,37.4853143,126.7421028
17050,서울,고투(GOTO) 청담점,체육시설,서울 강남구 학동로 88길 12 청진빌딩 B1,37.5183004,127.0526253
4720,광주,(주)지지투어,여행사,광주 광산구 사암로390번길 13-14 (월곡동),35.1794632,126.8089355
